,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
166,167,007650,工银养老2040(FOF),2021-11-10,1.3627,1.3627,-0.07,0.59,0.31,-3.13,-0.21,3.86,34.87,,0.13,36.27,,0.12%
167,168,007705,长城恒康稳健养老一年(FOF),2021-11-11,1.0220,1.0220,0.28,0.03,0.09,-0.28,-0.37,0.54,,,-0.58,2.19,,0.12%
168,169,011697,南方浩睿进取京选3个月混合(FOF)C,2021-11-11,0.9963,0.9963,1.03,0.70,2.05,-3.68,-0.37,,,,,-0.37,,0.00%
169,170,009626,浦银安盛养老2040三年持有混合(FOF),2021-11-10,1.0082,1.0082,-0.90,1.33,2.73,-0.79,-0.58,,,,0.01,0.82,,0.12%
170,171,006886,工银养老2050混合(FOF),2021-11-10,1.5321,1.5321,-0.02,0.63,-0.16,-5.76,-0.88,3.35,45.04,,-1.29,53.21,,0.12%
171,172,011745,华夏养老2055五年持有混合(FOF),2021-11-11,1.0466,1.0466,0.85,0.96,4.12,-2.10,,,,,,4.66,,0.15%
172,173,010320,华安养老2040三年持有混合(FOF),2021-11-11,1.0528,1.0528,0.66,0.95,4.08,0.13,,,,,,5.28,,0.12%
173,174,012056,华商嘉悦养老三年持有混合(FOF),2021-11-11,1.0521,1.0521,0.78,0.91,0.78,1.70,,,,,,5.21,,0.08%
174,175,011605,交银招享一年持有混合(FOF)A,2021-11-12,1.0030,1.0030,0.14,0.48,1.34,,,,,,,0.30,0.3,0.04%
175,176,011606,交银招享一年持有混合(FOF)C,2021-11-12,1.0021,1.0021,0.14,0.47,1.30,,,,,,,0.21,0.21,0.00%
176,177,012282,中欧睿智精选一年混合(FOF),2021-11-11,1.0080,1.0080,1.12,1.19,1.75,0.17,,,,,,0.80,,0.12%
177,178,012654,兴证全球优选平衡三个月持有混合(FOF),2021-11-10,1.0048,1.0048,0,0.30,0.20,0.50,,,,,,0.48,,0.15%
178,179,012513,泰康福泽养老五年持有混合(FOF),2021-11-10,1.0019,1.0019,-0.34,0.78,1.05,-0.79,,,,,,0.19,,1.00%
179,180,012518,景顺长城颐心养老2040三年持有混合(FOF),2021-11-10,0.9989,0.9989,-0.23,0.45,0.44,-1.23,,,,,,-0.11,,0.12%
180,181,009372,浦银安盛嘉和稳健一年持有混合(FOF)A,2021-11-11,1.0079,1.0079,0.04,0.17,0.49,0.40,,,,,,0.79,,0.10%
181,182,012283,建信普泽养老目标日期2040三年持有期混合(FOF),2021-11-10,1.0097,1.0097,-0.29,0.37,1.58,0.36,,,,,,0.97,,0.10%
182,183,012106,广发安泰稳健养老一年持有混合(FOF),2021-11-11,1.0049,1.0049,0.08,0.11,0.52,0.34,,,,,,0.49,,0.12%
183,184,012791,汇添富聚焦经典一年持有混合(FOF)A,2021-11-11,1.0014,1.0014,0.50,0.70,1.95,0.14,,,,,,0.14,,0.12%
184,185,012721,中信保诚养老目标日期2040三年持有期混合(FOF),2021-11-11,1.0248,1.0248,0.57,0.51,2.45,-0.30,,,,,,2.48,,0.12%
185,186,012458,泰康福安养老一年持有混合(FOF),2021-11-10,1.0062,1.0062,-0.06,0.31,0.45,0.42,,,,,,0.62,,0.80%
186,187,012792,汇添富聚焦经典一年持有混合(FOF)C,2021-11-11,1.0003,1.0003,0.50,0.69,1.92,0.03,,,,,,0.03,,0.00%
187,188,900012,中信证券财富优选一年持有混合(FOF)A,2021-11-10,1.5199,2.6820,-0.42,0.69,2.51,-0.52,,,,,,-1.53,,1.00%
188,189,900112,中信证券财富优选一年持有混合(FOF)C,2021-11-10,1.5236,2.6857,-0.42,0.68,2.41,-0.27,,,,,,-1.29,,0.00%
189,190,009373,浦银安盛嘉和稳健一年持有混合(FOF)C,2021-11-11,1.0063,1.0063,0.03,0.15,0.46,0.30,,,,,,0.63,,0.00%
190,191,011591,民生加银稳健配置9个月持有混合(FOF),2021-11-12,1.0051,1.0051,0.09,0.44,1.34,-0.13,,,,,,0.51,0.51,0.06%
191,192,012687,恒越汇优精选三个月混合(FOF),2021-11-11,0.9676,0.9676,0.47,0.08,5.49,-4.04,,,,,,-3.24,,0.10%
192,193,012910,平安盈盛稳健配置三个月持有债券(FOF)C,2021-11-11,1.0075,1.0075,0.06,,0.79,,,,,,,0.75,,0.00%
193,194,012896,华安慧萃组合精选3个月持有混合(FOF),2021-11-11,1.0070,1.0070,0.29,,0.69,,,,,,,0.69,,0.12%
194,195,012909,平安盈盛稳健配置三个月持有债券(FOF)A,2021-11-11,1.0081,1.0081,0.06,,0.82,,,,,,,0.81,,0.03%
195,196,860022,光大阳光3个月持有(FOF)A,2021-11-10,2.3743,2.4143,-0.26,0.42,1.24,-0.05,,,,,,-0.44,,1.50%
196,197,012783,鹏华长治稳健养老一年持有期混合(FOF),2021-11-10,1.0097,1.0097,-0.16,0.25,1.04,,,,,,,0.97,,0.12%
197,198,012386,银河颐年稳健养老一年持有混合(FOF),2021-11-10,1.0050,1.0050,-0.01,0.21,0.39,0.38,,,,,,0.50,,0.08%
198,199,012515,南方富瑞稳健养老(FOF),2021-11-11,1.0068,1.0068,0.44,0.34,1.16,0.14,,,,,,0.68,,0.12%
199,200,012743,汇添富添福睿选稳健养老目标一年持有混合(FOF),2021-11-05,0.9948,0.9948,,-0.12,-0.15,,,,,,,-0.52,,0.12%
200,201,013139,上银恒泰稳健养老一年持有(FOF),2021-11-10,1.0006,1.0006,-0.06,0.10,0.19,,,,,,,0.06,,0.12%
201,202,012311,民生加银康泰养老2040三年持有混合(FOF),2021-11-12,1.0148,1.0148,,1.33,1.55,,,,,,,1.48,1.48,0.08%
202,203,013287,易方达优势价值一年持有混合(FOF)A,2021-11-12,1.0281,1.0281,0.56,1.60,3.82,,,,,,,2.81,2.81,0.12%
203,204,860063,光大阳光3个月持有(FOF)C,2021-11-10,0.9954,0.9954,-0.25,0.41,1.21,-0.13,,,,,,-0.46,,0.00%
204,205,013155,汇添富添福汇盈稳健养老目标一年持有混合(FOF),2021-11-05,0.9992,0.9992,,-0.03,,,,,,,,-0.08,,0.12%
205,206,013288,易方达优势价值一年持有混合(FOF)C,2021-11-12,1.0272,1.0272,0.56,1.59,3.78,,,,,,,2.72,2.72,0.00%
206,207,013255,兴全优选进取三个月持有(FOF)C,2021-11-11,1.4606,1.4606,1.14,1.04,1.44,-0.14,,,,,,0.06,,0.00%
207,208,012638,富国智优精选3个月持有混合(FOF)A,2021-11-12,1.0194,1.0194,0.36,1.33,1.96,,,,,,,1.94,1.94,0.10%
208,209,012639,富国智优精选3个月持有混合(FOF)C,2021-11-12,1.0189,1.0189,0.36,1.32,1.92,,,,,,,1.89,1.89,0.00%
209,210,012776,华夏聚鑫六个月持有(FOF)A,2021-11-10,1.0032,1.0032,-0.03,0.08,0.30,,,,,,,0.32,,0.12%
210,211,012777,华夏聚鑫六个月持有(FOF)C,2021-11-10,1.0026,1.0026,-0.03,0.08,0.27,,,,,,,0.26,,0.00%
211,212,013245,泰达宏利悠然养老目标日期2025一年持有混合(FOF),2021-11-11,1.0045,1.0045,0.08,0.09,,,,,,,,0.45,,0.08%
212,213,013850,同泰优选配置3个月持有混合(FOF)C,2021-11-12,1.0177,1.0177,0.53,2.56,,,,,,,,1.77,1.77,0.00%
213,214,013849,同泰优选配置3个月持有混合(FOF)A,2021-11-12,1.0155,1.0155,0.53,2.33,,,,,,,,1.55,1.55,0.06%
214,215,013467,华夏安盈稳健养老目标一年持有混合(FOF),2021-11-10,1.0031,1.0031,-0.03,0.16,,,,,,,,0.31,,0.08%
215,216,013782,浙商汇金卓越配置一年持有混合(FOF)B,2021-11-11,2.7028,2.7028,1.70,,,,,,,,,1.52,,0.10%
